times,counts
-3,5
-2,3
-1,5
0,8
1,16
2,19
3,18
4,24
5,19
6,31
7,21
8,13
9,16
10,24
11,12
12,25
13,12
14,14
15,22
16,21
17,17
18,24
19,25
20,33
21,27
22,25
23,29
24,20
25,29
26,31
27,24
28,28
29,20
30,29
31,31
32,35
33,34
34,27
35,30
36,30
37,36
38,36
39,36
40,38
41,44
42,38
43,49
44,45
45,40
46,42
47,39
48,42
49,53
50,44
51,44
52,49
53,39
54,41
55,50
56,40
57,48
58,40
59,45
60,45
61,45
62,36
63,35
64,54
65,47
66,45
67,42
68,51
69,39
70,46
71,52
72,51
73,53
74,53
75,41
76,49
77,48
78,49
79,53
80,46
81,41
82,56
83,45
84,34
85,36
86,36
87,44
88,42
89,33
90,43
91,34
92,35
93,37
94,34
95,29
96,37
97,23
98,28
99,23
100,16
101,13
102,4
103,10
104,5
105,3
109,1
