times,counts
-4,1
-3,2
-2,6
-1,12
0,7
1,13
2,19
3,19
4,22
5,15
6,20
7,12
8,15
9,14
10,21
11,14
12,13
13,10
14,16
15,23
16,17
17,15
18,9
19,13
20,12
21,10
22,4
23,9
24,6
25,10
26,6
27,6
28,8
29,17
30,13
31,17
32,14
33,10
34,9
35,9
36,2
37,16
38,14
39,14
40,13
41,10
42,14
43,8
44,9
45,8
46,7
47,6
48,7
49,14
50,14
51,9
52,11
53,4
54,8
55,6
56,4
57,5
58,11
59,10
60,11
61,6
62,4
63,9
64,3
65,7
66,8
67,4
68,10
69,6
70,2
71,5
72,10
73,4
74,6
75,4
76,7
77,9
78,7
79,5
80,2
81,3
82,3
83,1
84,1
85,1
88,5
89,2
90,3
91,3
93,1
94,1
96,1
98,1
99,1
100,1
