times,counts
0,12
1,15
2,21
3,18
4,12
5,23
6,24
7,28
8,20
9,25
10,34
11,23
12,23
13,29
14,35
15,31
16,27
17,40
18,30
19,30
20,24
21,36
22,29
23,35
24,29
25,33
26,35
27,41
28,34
29,31
30,39
31,35
32,44
33,36
34,51
35,52
36,43
37,47
38,46
39,44
40,47
41,48
42,44
43,47
44,50
45,36
46,50
47,57
48,54
49,58
50,43
51,57
52,52
53,45
54,44
55,51
56,47
57,42
58,37
59,48
60,48
61,45
62,48
63,48
64,51
65,38
66,55
67,50
68,37
69,48
70,40
71,34
72,49
73,44
74,41
75,50
76,50
77,42
78,53
79,44
80,56
81,60
82,61
83,54
84,57
85,62
86,54
87,58
88,50
89,54
90,65
91,65
92,54
93,58
94,55
95,60
96,67
97,58
98,58
99,54
100,61
