times,counts
-3,2
-2,3
-1,6
0,14
1,10
2,13
3,24
4,15
5,28
6,26
7,21
8,20
9,24
10,29
11,23
12,32
13,29
14,33
15,39
16,44
17,32
18,27
19,36
20,45
21,39
22,36
23,46
24,58
25,44
26,48
27,53
28,51
29,49
30,43
31,57
32,66
33,49
34,56
35,57
36,59
37,65
38,62
39,57
40,67
41,57
42,66
43,76
44,62
45,74
46,65
47,68
48,66
49,74
50,67
51,68
52,83
53,77
54,64
55,62
56,81
57,85
58,61
59,72
60,58
61,76
62,55
63,86
64,71
65,73
66,68
67,73
68,86
69,68
70,69
71,69
72,60
73,70
74,79
75,67
76,68
77,65
78,66
79,65
80,78
81,60
82,79
83,74
84,70
85,66
86,68
87,80
88,74
89,68
90,88
91,88
92,93
93,76
94,70
95,75
96,81
97,61
98,59
99,44
100,48
101,36
102,22
103,15
104,3
105,1
106,5
