,times,counts,rates
69,-20,0,8.687383032918243e-09
70,-19,0,4.077623151624817e-07
71,-18,0,6.424292044034228e-06
72,-17,0,6.469356529464291e-05
73,-16,0,0.0004921053415715814
74,-15,0,0.002994603868982282
75,-14,0,0.014966739291032646
76,-13,0,0.062373202850032394
77,-12,0,0.21861289824520008
78,-11,0,0.6476850095313282
79,-10,0,1.6281611973300494
80,-9,0,3.4846086302733372
81,-8,0,6.373407869784288
82,-7,0,10.016389014944439
83,-6,0,13.649073231508966
84,-5,0,16.370664741672332
85,-4,0,17.685670211762286
86,-3,0,17.760644655846527
0,-2,2,17.19018520653639
1,-1,16,16.54763782150233
2,0,12,16.099183093990032
3,1,14,15.799016450293975
4,2,19,15.461071101911795
5,3,12,14.957875495029443
6,4,14,14.332101179680768
7,5,14,13.768983054818191
8,6,11,13.464846974662663
9,7,20,13.500163450024642
10,8,23,13.811478734343448
11,9,14,14.254254805849536
12,10,11,14.67830041275323
13,11,15,14.97012261393823
14,12,14,15.07401050922719
15,13,11,15.007538591980914
16,14,18,14.856611085753483
17,15,12,14.724481554570572
18,16,12,14.648390143188605
19,17,17,14.554736018352127
20,18,20,14.309872115101204
21,19,13,13.823176986522823
22,20,10,13.100543741314123
23,21,16,12.212761376422204
24,22,13,11.23526755284081
25,23,18,10.222205867694207
26,24,14,9.222375716489461
27,25,14,8.303719410172425
28,26,14,7.553739677160486
29,27,9,7.04834114724587
30,28,15,6.808307988256415
31,29,12,6.773971605183685
32,30,10,6.817520261344443
33,31,11,6.790196219023338
34,32,7,6.585126597944163
35,33,6,6.190255440152034
36,34,8,5.704143964714749
37,35,5,5.2952625066097845
38,36,9,5.113852614750206
39,37,6,5.199281315809353
40,38,9,5.4391286156432646
41,39,9,5.617147151327254
42,40,5,5.533113934649154
43,41,4,5.119619032785561
44,42,4,4.473975809476382
45,43,3,3.781672005095696
46,44,7,3.1905102102384952
47,45,4,2.733889857806167
48,46,12,2.3539611919789594
49,47,6,1.985397444587009
50,48,2,1.6191898406722618
51,49,2,1.3018024381526767
52,50,2,1.0898534486952363
53,51,4,1.0101423763597084
54,52,6,1.04963211135358
55,53,2,1.1630527005409044
56,54,2,1.2834560141526434
57,55,2,1.3403271981728253
58,56,1,1.2887381877686264
87,57,0,1.1308857409513058
59,58,2,0.9094939252572918
88,59,0,0.6804255380869331
60,60,2,0.487863856382528
61,61,2,0.3528899486009381
62,62,1,0.27311016499898927
63,63,1,0.22979241907654233
64,64,2,0.1994016371486611
65,65,1,0.16503461051955343
89,66,0,0.1225639803346889
90,67,0,0.07849677350297547
91,68,0,0.04210470838339503
66,69,1,0.018376595969735437
92,70,0,0.006296302260473127
93,71,0,0.0016106082987948438
67,72,1,0.00028491843577146156
94,73,0,3.056567221193595e-05
95,74,0,1.505313550449705e-06
96,75,0,1.2318289220102785e-08
