times,counts
-3,2
-2,7
-1,6
0,9
1,16
2,13
3,13
4,16
5,12
6,12
7,25
8,21
9,18
10,23
11,17
12,23
13,20
14,23
15,27
16,24
17,25
18,20
19,24
20,23
21,20
22,22
23,18
24,25
25,24
26,26
27,29
28,32
29,24
30,31
31,35
32,32
33,32
34,33
35,43
36,33
37,47
38,45
39,37
40,41
41,40
42,31
43,39
44,62
45,36
46,57
47,43
48,43
49,57
50,45
51,41
52,38
53,48
54,42
55,37
56,46
57,46
58,46
59,44
60,57
61,45
62,48
63,50
64,41
65,54
66,34
67,45
68,46
69,41
70,49
71,39
72,50
73,32
74,62
75,43
76,38
77,42
78,34
79,35
80,37
81,37
82,37
83,47
84,44
85,29
86,30
87,28
88,35
89,33
90,26
91,29
92,22
93,37
94,29
95,24
96,29
97,16
98,24
99,14
100,6
101,3
102,7
103,3
104,1
105,2
106,1
