times,counts
-4,2
-3,2
-2,3
-1,5
0,9
1,16
2,20
3,16
4,19
5,17
6,24
7,22
8,21
9,27
10,22
11,21
12,20
13,23
14,27
15,25
16,23
17,17
18,23
19,16
20,22
21,25
22,19
23,26
24,19
25,27
26,21
27,24
28,20
29,23
30,16
31,32
32,17
33,24
34,21
35,31
36,17
37,27
38,18
39,19
40,36
41,32
42,28
43,22
44,35
45,27
46,26
47,39
48,28
49,38
50,25
51,35
52,32
53,37
54,34
55,33
56,31
57,37
58,39
59,45
60,33
61,41
62,53
63,40
64,43
65,27
66,38
67,44
68,56
69,42
70,39
71,60
72,51
73,53
74,53
75,59
76,40
77,36
78,54
79,50
80,58
81,36
82,47
83,50
84,42
85,60
86,69
87,61
88,57
89,51
90,50
91,64
92,60
93,51
94,59
95,67
96,57
97,56
98,50
99,51
100,29
101,23
102,15
103,9
104,4
105,1
106,1
