times,counts
0,16
1,17
2,13
3,13
4,13
5,21
6,13
7,11
8,12
9,16
10,14
11,13
12,8
13,15
14,8
15,11
16,19
17,14
18,10
19,14
20,21
21,13
22,21
23,17
24,15
25,12
26,18
27,21
28,20
29,15
30,14
31,19
32,14
33,18
34,14
35,14
36,9
37,16
38,9
39,16
40,17
41,11
42,13
43,12
44,12
45,9
46,13
47,11
48,14
49,14
50,16
51,13
52,17
53,14
54,12
55,18
56,13
57,6
58,9
59,3
60,9
61,9
62,4
63,9
64,2
65,8
66,3
67,2
68,5
69,9
70,8
71,8
72,7
73,8
74,8
75,8
76,16
77,4
78,6
79,3
80,3
81,8
82,6
83,8
84,7
85,15
86,8
87,9
88,11
89,4
90,6
91,8
92,5
93,4
94,4
95,6
96,3
97,8
98,5
99,2
100,3
