times,counts
0,15
1,12
2,20
3,20
4,21
5,15
6,20
7,12
8,10
9,14
10,19
11,16
12,13
13,15
14,14
15,20
16,14
17,17
18,21
19,13
20,9
21,15
22,18
23,20
24,12
25,18
26,17
27,17
28,24
29,20
30,16
31,24
32,19
33,18
34,20
35,19
36,12
37,14
38,11
39,15
40,13
41,16
42,17
43,21
44,13
45,16
46,14
47,17
48,13
49,16
50,14
51,16
52,12
53,11
54,11
55,17
56,14
57,15
58,11
59,14
60,13
61,11
62,7
63,14
64,12
65,18
66,10
67,15
68,15
69,19
70,13
71,15
72,11
73,11
74,11
75,10
76,6
77,12
78,7
79,9
80,10
81,13
82,6
83,7
84,6
85,8
86,5
87,6
89,3
90,2
92,2
94,1
96,2
97,1
