times,counts
-2,7
-1,7
0,6
1,9
2,22
3,19
4,19
5,17
6,17
7,14
8,23
9,20
10,26
11,23
12,16
13,15
14,32
15,13
16,19
17,17
18,28
19,16
20,25
21,25
22,30
23,17
24,21
25,23
26,22
27,23
28,21
29,20
30,19
31,16
32,15
33,15
34,12
35,10
36,16
37,19
38,14
39,21
40,13
41,16
42,16
43,13
44,13
45,9
46,18
47,13
48,14
49,15
50,8
51,14
52,14
53,11
54,12
55,17
56,11
57,18
58,19
59,10
60,11
61,12
62,7
63,11
64,8
65,12
66,10
67,10
68,14
69,9
70,8
71,7
72,6
73,4
74,5
75,5
76,3
77,7
78,2
79,2
80,4
81,3
82,5
83,2
84,3
85,4
86,3
87,1
88,2
89,1
90,2
91,3
92,1
94,1
95,1
96,1
101,1
107,1
