times,counts
0,22
1,18
2,24
3,15
4,16
5,16
6,16
7,16
8,15
9,19
10,16
11,19
12,17
13,16
14,23
15,18
16,22
17,18
18,23
19,19
20,19
21,19
22,25
23,22
24,31
25,34
26,33
27,29
28,31
29,33
30,28
31,31
32,28
33,31
34,35
35,45
36,28
37,24
38,39
39,32
40,34
41,46
42,42
43,46
44,36
45,33
46,39
47,42
48,53
49,39
50,37
51,43
52,38
53,48
54,46
55,44
56,45
57,43
58,53
59,48
60,38
61,48
62,45
63,39
64,50
65,43
66,50
67,48
68,51
69,48
70,56
71,57
72,52
73,46
74,63
75,58
76,54
77,65
78,58
79,57
80,53
81,49
82,44
83,51
84,56
85,56
86,58
87,50
88,49
89,57
90,48
91,54
92,48
93,59
94,51
95,52
96,60
97,55
98,54
99,58
100,55
