times,counts
-3,1
-2,4
-1,8
0,11
1,5
2,12
3,20
4,18
5,9
6,12
7,17
8,15
9,15
10,16
11,18
12,13
13,10
14,15
15,16
16,13
17,17
18,13
19,18
20,15
21,24
22,25
23,23
24,21
25,19
26,16
27,29
28,23
29,29
30,16
31,32
32,32
33,27
34,37
35,21
36,27
37,24
38,27
39,23
40,21
41,17
42,33
43,28
44,31
45,28
46,27
47,17
48,29
49,24
50,21
51,25
52,31
53,20
54,23
55,20
56,28
57,20
58,25
59,29
60,22
61,22
62,25
63,27
64,23
65,21
66,32
67,22
68,15
69,25
70,20
71,30
72,21
73,27
74,20
75,21
76,20
77,17
78,20
79,24
80,28
81,23
82,20
83,22
84,21
85,27
86,29
87,22
88,15
89,23
90,20
91,23
92,22
93,30
94,29
95,23
96,23
97,28
98,25
99,25
100,16
101,16
102,5
103,7
104,2
105,1
106,2
