times,counts
-4,2
-3,1
-2,4
-1,3
0,8
1,20
2,16
3,21
4,19
5,14
6,15
7,20
8,18
9,12
10,18
11,20
12,10
13,19
14,15
15,17
16,16
17,13
18,17
19,14
20,11
21,10
22,19
23,24
24,24
25,12
26,20
27,25
28,15
29,25
30,26
31,23
32,25
33,26
34,31
35,29
36,29
37,32
38,37
39,35
40,35
41,38
42,39
43,34
44,30
45,39
46,40
47,29
48,32
49,34
50,35
51,22
52,40
53,24
54,32
55,25
56,35
57,34
58,36
59,33
60,37
61,31
62,33
63,42
64,36
65,32
66,41
67,51
68,42
69,41
70,36
71,48
72,50
73,30
74,30
75,48
76,51
77,44
78,58
79,48
80,42
81,45
82,33
83,45
84,60
85,53
86,54
87,48
88,45
89,55
90,66
91,54
92,65
93,50
94,52
95,63
96,43
97,51
98,64
99,35
100,26
101,26
102,14
103,8
104,1
105,4
108,1
