times,counts
0,25
1,10
2,15
3,19
4,21
5,23
6,24
7,22
8,15
9,24
10,30
11,26
12,25
13,29
14,28
15,28
16,28
17,38
18,29
19,39
20,34
21,27
22,41
23,53
24,33
25,37
26,33
27,38
28,41
29,35
30,40
31,34
32,39
33,45
34,45
35,51
36,51
37,47
38,39
39,52
40,54
41,62
42,49
43,49
44,54
45,46
46,55
47,53
48,63
49,54
50,57
51,65
52,69
53,52
54,58
55,64
56,58
57,50
58,52
59,52
60,51
61,52
62,56
63,52
64,54
65,56
66,54
67,61
68,57
69,52
70,58
71,43
72,44
73,41
74,49
75,57
76,44
77,49
78,54
79,56
80,47
81,36
82,49
83,57
84,53
85,52
86,58
87,46
88,55
89,58
90,63
91,61
92,66
93,53
94,60
95,55
96,65
97,62
98,62
99,58
100,54
