times,counts
-3,1
-2,10
-1,8
0,15
1,23
2,21
3,19
4,21
5,21
6,31
7,18
8,17
9,18
10,17
11,23
12,18
13,16
14,30
15,25
16,23
17,18
18,25
19,23
20,23
21,33
22,29
23,23
24,27
25,30
26,24
27,21
28,31
29,29
30,35
31,22
32,27
33,34
34,29
35,26
36,23
37,21
38,22
39,18
40,19
41,16
42,25
43,28
44,22
45,26
46,13
47,24
48,23
49,13
50,18
51,18
52,10
53,9
54,7
55,6
56,10
57,10
58,8
59,2
60,8
61,4
62,10
63,7
64,6
65,5
66,10
67,6
68,5
69,10
70,12
71,14
72,7
73,15
74,10
75,12
76,6
77,8
78,6
79,6
80,7
81,9
82,10
83,9
84,8
85,8
86,6
87,6
88,6
89,5
90,4
91,3
92,4
93,7
94,5
95,6
96,6
97,4
98,4
101,3
102,4
104,1
