,times,counts,rates
102,-22,0,6.739680532559683e-10
103,-21,0,1.5136620479628932e-08
104,-20,0,2.7572356113402977e-07
105,-19,0,3.622387407881718e-06
106,-18,0,3.513214898794938e-05
107,-17,0,0.0002656288929730003
108,-16,0,0.0016255588046426824
109,-15,0,0.00823016177381539
110,-14,0,0.034921514660736105
111,-13,0,0.125260801489007
112,-12,0,0.38218088191872734
113,-11,0,0.9967479782711248
114,-10,0,2.232662590292763
115,-9,0,4.318033441698055
116,-8,0,7.256119586887844
117,-7,0,10.677725165264262
118,-6,0,13.903381375869342
119,-5,0,16.2502219947387
0,-4,1,17.386658879197196
1,-3,1,17.4660545051682
2,-2,7,16.968012721964115
3,-1,10,16.416242392878164
4,0,13,16.170597690190927
5,1,15,16.353072143196698
6,2,16,16.866684023870608
7,3,16,17.47100945031566
8,4,14,17.89839413317522
9,5,17,17.961995279049344
10,6,11,17.590981983212707
11,7,16,16.802914666645936
12,8,19,15.685757526163163
13,9,19,14.404018839060068
14,10,14,13.176515335200202
15,11,18,12.212936584894127
16,12,18,11.651932860245232
17,13,21,11.526229267116769
18,14,15,11.743650252499194
19,15,14,12.082393784064342
20,16,14,12.241585469586088
21,17,19,11.975583897988114
22,18,8,11.236813176880935
23,19,7,10.20017478031956
24,20,10,9.151052657367
25,21,20,8.344928458686772
26,22,9,7.9307553157121555
27,23,13,7.93798950068987
28,24,17,8.289776979835233
29,25,6,8.830074394058363
30,26,11,9.370321798232398
31,27,10,9.739890204402514
32,28,7,9.809059235031105
33,29,4,9.491417556406729
34,30,14,8.769998309113264
35,31,7,7.744807547263965
36,32,10,6.634757496297766
37,33,5,5.70589394510613
38,34,11,5.18017553003107
39,35,12,5.17320830553256
40,36,11,5.652514164533663
41,37,5,6.4136520318295185
42,38,13,7.121172171843182
43,39,6,7.441502848220573
44,40,2,7.1975847744512516
45,41,3,6.435683810342779
46,42,5,5.374289538631373
47,43,9,4.2919475510665075
48,44,7,3.4208202660070444
49,45,3,2.8870444746115966
50,46,14,2.7108147090028636
51,47,8,2.8415186000807684
52,48,3,3.1863414655459397
53,49,5,3.622387218395504
54,50,3,4.021200832093778
55,51,5,4.302266810926368
56,52,2,4.479237597376045
57,53,2,4.642597915596937
58,54,2,4.873270843346044
59,55,6,5.153253206660669
60,56,5,5.356962996288905
61,57,5,5.344447005139702
62,58,4,5.079703538670812
63,59,1,4.6635671396743055
64,60,2,4.255611280303615
65,61,8,3.9710550374402556
66,62,7,3.840000925646579
67,63,6,3.8276734579520033
68,64,5,3.866858663622815
69,65,2,3.8808435579337415
70,66,6,3.8053025078241105
71,67,5,3.6115067224549247
72,68,2,3.315866237107319
73,69,4,2.965682473904213
74,70,4,2.6140500422370287
75,71,5,2.304659080489795
76,72,4,2.07198561722544
77,73,3,1.948765955198352
78,74,4,1.9694857163848236
79,75,4,2.1581130290742254
120,76,0,2.4982816628971456
80,77,6,2.9072925183094016
81,78,2,3.245666481366764
82,79,2,3.3726282085660295
83,80,1,3.2202138252576353
84,81,2,2.8357037694388905
85,82,2,2.3572101874354323
86,83,2,1.9347085271250561
87,84,4,1.649793361195233
88,85,3,1.4870180957921648
89,86,6,1.3690931300575062
90,87,3,1.2214675346951465
91,88,1,1.017529678760903
92,89,1,0.7803887728216541
93,90,1,0.5529550138541982
94,91,2,0.3663465701556978
95,92,2,0.22865013119072966
96,93,3,0.1331228080199643
97,94,1,0.07015990167685271
98,95,1,0.032083242236073936
121,96,0,0.012149642583288043
122,97,0,0.0036249850304852986
99,98,1,0.0008033541419903402
100,99,1,0.00012190406217115987
123,100,0,1.1080635887905136e-05
124,101,0,4.567907956325053e-07
125,102,0,3.1920686659051485e-09
