times,counts
-4,1
-3,3
-2,5
-1,14
0,14
1,16
2,18
3,16
4,25
5,21
6,32
7,26
8,28
9,29
10,26
11,38
12,27
13,46
14,39
15,37
16,30
17,43
18,39
19,36
20,34
21,45
22,49
23,33
24,40
25,48
26,39
27,51
28,48
29,51
30,50
31,63
32,56
33,58
34,59
35,62
36,56
37,71
38,79
39,63
40,65
41,53
42,61
43,52
44,57
45,65
46,53
47,52
48,67
49,65
50,65
51,62
52,62
53,70
54,61
55,62
56,75
57,49
58,61
59,64
60,91
61,51
62,59
63,73
64,75
65,78
66,75
67,45
68,68
69,55
70,71
71,76
72,72
73,53
74,58
75,57
76,78
77,61
78,59
79,79
80,71
81,49
82,66
83,67
84,68
85,61
86,71
87,78
88,69
89,78
90,67
91,80
92,65
93,69
94,70
95,55
96,75
97,76
98,56
99,57
100,33
101,25
102,17
103,14
104,5
105,2
107,3
