times,counts
-5,1
-4,1
-3,2
-2,9
-1,7
0,16
1,10
2,13
3,19
4,18
5,17
6,20
7,13
8,12
9,21
10,16
11,23
12,17
13,16
14,18
15,22
16,19
17,14
18,26
19,18
20,26
21,25
22,25
23,26
24,24
25,32
26,24
27,15
28,18
29,27
30,21
31,28
32,22
33,20
34,18
35,27
36,16
37,9
38,12
39,18
40,17
41,19
42,23
43,23
44,23
45,28
46,30
47,23
48,18
49,21
50,26
51,21
52,22
53,23
54,21
55,23
56,26
57,18
58,21
59,22
60,25
61,20
62,21
63,13
64,35
65,29
66,22
67,27
68,24
69,20
70,25
71,30
72,28
73,30
74,29
75,27
76,30
77,28
78,24
79,26
80,25
81,36
82,27
83,26
84,21
85,30
86,25
87,21
88,21
89,21
90,26
91,11
92,21
93,23
94,25
95,22
96,25
97,29
98,31
99,10
100,12
101,3
102,6
103,4
104,2
107,1
