times,counts
-4,1
-3,2
-2,3
-1,7
0,16
1,13
2,11
3,19
4,18
5,9
6,15
7,10
8,12
9,14
10,16
11,8
12,14
13,24
14,10
15,11
16,14
17,13
18,15
19,8
20,13
21,8
22,6
23,8
24,9
25,9
26,13
27,8
28,8
29,3
30,10
31,5
32,8
33,6
34,3
35,2
36,4
37,6
38,8
39,3
40,5
41,4
42,4
43,4
44,5
45,5
46,5
47,2
48,5
49,5
50,5
51,4
52,3
53,1
54,6
55,3
56,5
57,6
58,8
59,1
60,5
61,3
62,3
63,2
64,8
65,1
66,2
67,3
68,1
69,2
70,1
71,1
72,1
74,1
76,1
77,1
78,1
79,3
80,1
81,1
82,2
83,1
84,1
85,4
86,1
87,2
88,4
89,3
90,1
91,1
92,3
93,5
95,2
97,3
98,2
100,3
101,2
104,1
