times,counts
0,17
1,21
2,22
3,20
4,19
5,13
6,11
7,9
8,13
9,15
10,9
11,13
12,13
13,17
14,14
15,17
16,11
17,14
18,18
19,14
20,10
21,6
22,6
23,12
24,11
25,11
26,10
27,9
28,13
29,8
30,16
31,6
32,11
33,6
34,14
35,9
36,11
37,14
38,8
39,6
40,7
41,9
42,11
43,9
44,12
45,9
46,7
47,2
48,5
49,3
50,4
51,8
52,2
53,10
54,5
55,2
56,7
57,3
58,10
59,6
60,5
61,5
62,10
63,7
64,7
65,4
66,5
67,5
69,5
70,3
71,7
72,3
73,10
74,9
75,6
76,3
77,2
78,2
79,2
80,1
81,5
82,1
83,2
84,6
85,3
86,1
87,2
88,3
89,3
90,6
91,4
92,1
93,2
94,1
95,1
96,2
97,7
99,3
