times,counts
-3,2
-2,2
-1,7
0,11
1,15
2,11
3,10
4,21
5,15
6,28
7,33
8,28
9,20
10,27
11,31
12,23
13,29
14,37
15,35
16,22
17,26
18,21
19,31
20,29
21,21
22,33
23,36
24,41
25,33
26,35
27,34
28,42
29,43
30,36
31,46
32,50
33,57
34,50
35,48
36,46
37,44
38,63
39,34
40,52
41,56
42,47
43,54
44,56
45,56
46,52
47,65
48,40
49,44
50,49
51,47
52,57
53,59
54,49
55,46
56,43
57,59
58,67
59,48
60,48
61,60
62,66
63,36
64,52
65,61
66,47
67,53
68,55
69,55
70,48
71,49
72,46
73,42
74,49
75,31
76,46
77,51
78,65
79,45
80,51
81,49
82,52
83,52
84,47
85,44
86,63
87,48
88,46
89,48
90,46
91,49
92,60
93,49
94,58
95,58
96,54
97,57
98,38
99,42
100,37
101,11
102,11
103,5
104,3
105,2
106,3
