times,counts
-5,1
-3,3
-2,4
-1,7
0,7
1,6
2,25
3,23
4,16
5,16
6,22
7,26
8,15
9,22
10,16
11,12
12,16
13,17
14,18
15,14
16,15
17,12
18,13
19,20
20,14
21,10
22,14
23,10
24,10
25,12
26,7
27,2
28,13
29,6
30,4
31,7
32,5
33,8
34,10
35,8
36,4
37,9
38,9
39,5
40,6
41,4
42,2
43,2
44,1
45,5
46,5
47,8
48,7
49,1
50,1
51,3
52,3
54,3
55,2
56,1
57,3
58,1
59,1
60,2
61,2
62,3
64,1
65,2
66,3
67,2
68,2
70,6
71,2
72,2
74,2
75,4
76,2
77,9
80,1
81,2
83,1
84,1
85,1
86,4
87,2
88,1
89,4
90,2
92,3
93,2
95,2
96,1
97,2
98,3
100,1
102,1
