times,counts
-4,1
-3,2
-2,8
-1,11
0,12
1,7
2,9
3,14
4,14
5,13
6,18
7,21
8,16
9,8
10,16
11,16
12,15
13,9
14,13
15,10
16,7
17,11
18,8
19,7
20,4
21,5
22,5
23,13
24,6
25,5
26,4
27,10
28,3
29,4
30,5
31,6
32,8
33,10
34,15
35,12
36,9
37,5
38,11
39,12
40,13
41,12
42,8
43,9
44,7
45,8
46,5
47,6
48,7
49,9
50,6
51,6
53,10
54,5
55,9
56,6
57,14
58,6
59,10
60,6
61,10
62,9
63,13
64,7
65,13
66,14
67,5
68,8
69,5
70,5
71,6
72,4
73,4
74,5
75,8
76,8
77,4
78,10
79,2
80,9
81,12
82,2
83,8
84,3
85,7
86,9
87,8
88,9
89,6
90,5
91,4
92,3
93,4
94,6
95,7
96,4
97,7
98,5
99,2
100,2
101,5
102,2
103,1
