times,counts
0,19
1,12
2,9
3,24
4,18
5,17
6,22
7,22
8,21
9,24
10,25
11,32
12,27
13,30
14,29
15,35
16,39
17,38
18,25
19,31
20,29
21,42
22,41
23,41
24,39
25,44
26,44
27,40
28,45
29,35
30,45
31,47
32,32
33,33
34,45
35,42
36,46
37,45
38,60
39,55
40,57
41,57
42,60
43,52
44,50
45,52
46,66
47,59
48,53
49,66
50,59
51,65
52,68
53,65
54,70
55,67
56,69
57,69
58,72
59,72
60,62
61,66
62,72
63,71
64,59
65,65
66,64
67,69
68,65
69,72
70,73
71,76
72,70
73,74
74,75
75,79
76,76
77,79
78,78
79,80
80,76
81,74
82,78
83,77
84,84
85,74
86,79
87,74
88,83
89,77
90,81
91,86
92,75
93,80
94,71
95,79
96,80
97,74
98,83
99,87
100,85
