times,counts
-3,1
-2,3
-1,8
0,16
1,14
2,15
3,27
4,19
5,21
6,16
7,25
8,28
9,20
10,23
11,13
12,18
13,31
14,42
15,33
16,43
17,30
18,29
19,47
20,43
21,35
22,37
23,37
24,51
25,47
26,45
27,45
28,50
29,52
30,47
31,55
32,57
33,57
34,54
35,60
36,62
37,51
38,53
39,71
40,48
41,68
42,62
43,66
44,49
45,64
46,54
47,82
48,64
49,68
50,71
51,61
52,55
53,62
54,64
55,47
56,62
57,80
58,60
59,63
60,68
61,67
62,70
63,71
64,68
65,74
66,61
67,69
68,73
69,85
70,59
71,72
72,74
73,78
74,68
75,57
76,73
77,62
78,57
79,58
80,55
81,62
82,73
83,63
84,71
85,85
86,65
87,63
88,74
89,63
90,78
91,75
92,86
93,84
94,71
95,71
96,55
97,55
98,58
99,50
100,33
101,34
102,12
103,6
104,4
105,3
107,1
115,1
