times,counts
-3,3
-2,5
-1,8
0,10
1,14
2,15
3,11
4,10
5,13
6,9
7,23
8,12
9,19
10,15
11,13
12,24
13,14
14,23
15,9
16,13
17,16
18,11
19,16
20,17
21,14
22,12
23,16
24,20
25,11
26,8
27,12
28,10
29,8
30,3
31,14
32,4
33,6
34,9
35,9
36,10
37,7
38,5
39,9
40,7
41,5
42,4
43,8
44,5
45,5
46,4
47,7
48,2
49,3
50,6
51,8
52,4
53,4
54,5
55,3
56,3
57,1
58,1
60,4
61,4
62,4
63,5
64,2
65,5
66,2
68,2
69,4
70,2
72,4
73,3
74,2
75,3
76,2
77,5
78,2
79,5
80,3
81,2
82,3
84,2
85,5
86,2
87,3
88,3
89,2
90,3
91,1
92,1
93,4
95,2
96,1
97,2
98,3
101,1
102,2
