times,counts
0,17
1,12
2,16
3,14
4,24
5,11
6,21
7,11
8,20
9,19
10,19
11,19
12,17
13,22
14,15
15,26
16,14
17,26
18,22
19,22
20,22
21,14
22,17
23,25
24,30
25,28
26,26
27,17
28,27
29,31
30,24
31,21
32,25
33,23
34,28
35,23
36,34
37,36
38,26
39,28
40,35
41,41
42,25
43,33
44,43
45,43
46,42
47,47
48,45
49,48
50,39
51,38
52,45
53,51
54,52
55,55
56,55
57,46
58,49
59,38
60,50
61,58
62,51
63,45
64,42
65,42
66,41
67,46
68,46
69,42
70,50
71,42
72,53
73,42
74,51
75,44
76,32
77,46
78,49
79,43
80,44
81,40
82,65
83,46
84,55
85,56
86,51
87,46
88,45
89,54
90,51
91,54
92,44
93,52
94,54
95,61
96,52
97,56
98,53
99,47
100,60
