times,counts
0,17
1,14
2,14
3,16
4,8
5,10
6,8
7,12
8,6
9,14
10,11
11,20
12,14
13,19
14,13
15,16
16,14
17,14
18,16
19,16
20,20
21,24
22,20
23,19
24,11
25,17
26,14
27,22
28,14
29,17
30,5
31,9
32,19
33,12
34,14
35,12
36,10
37,8
38,8
39,14
40,11
41,5
42,5
43,10
44,10
45,7
46,7
47,6
48,7
49,8
50,5
51,3
52,3
53,4
54,3
55,3
56,4
57,6
58,2
59,2
60,3
61,1
63,3
64,5
65,1
66,5
67,5
68,6
69,1
70,4
71,3
72,1
73,1
74,2
75,3
76,3
78,2
79,5
80,3
81,1
83,1
85,3
86,3
87,2
88,3
89,2
90,2
91,1
92,1
93,1
94,2
97,2
98,1
100,1
