times,counts
0,17
1,20
2,16
3,11
4,12
5,17
6,12
7,14
8,11
9,17
10,19
11,15
12,16
13,15
14,14
15,14
16,19
17,11
18,8
19,10
20,12
21,14
22,16
23,13
24,10
25,23
26,23
27,17
28,11
29,6
30,15
31,20
32,26
33,24
34,26
35,19
36,27
37,23
38,27
39,17
40,22
41,20
42,20
43,32
44,18
45,15
46,24
47,22
48,20
49,15
50,20
51,19
52,20
53,23
54,25
55,20
56,21
57,18
58,16
59,15
60,8
61,9
62,9
63,13
64,7
65,7
66,5
67,9
68,7
69,4
70,6
71,13
72,8
73,8
74,11
75,16
76,8
77,10
78,7
79,8
80,5
81,3
82,3
83,9
84,7
85,7
86,10
87,7
88,11
89,7
90,4
91,4
92,6
93,6
94,6
95,3
96,4
97,4
98,9
99,4
100,3
