times,counts
0,19
1,14
2,6
3,15
4,18
5,9
6,13
7,13
8,14
9,19
10,12
11,13
12,17
13,14
14,12
15,12
16,16
17,19
18,20
19,16
20,29
21,21
22,22
23,27
24,21
25,25
26,27
27,22
28,30
29,38
30,26
31,29
32,25
33,19
34,24
35,24
36,14
37,29
38,20
39,29
40,14
41,30
42,16
43,18
44,30
45,25
46,31
47,19
48,32
49,29
50,28
51,31
52,26
53,29
54,25
55,25
56,22
57,37
58,40
59,47
60,49
61,44
62,49
63,40
64,45
65,52
66,43
67,45
68,44
69,44
70,51
71,44
72,57
73,50
74,46
75,55
76,54
77,44
78,46
79,48
80,57
81,55
82,50
83,52
84,58
85,50
86,47
87,48
88,55
89,55
90,61
91,51
92,50
93,61
94,54
95,64
96,60
97,61
98,56
99,66
100,68
