times,counts
0,21
1,19
2,12
3,12
4,11
5,14
6,10
7,13
8,9
9,6
10,15
11,9
12,15
13,16
14,19
15,12
16,15
17,18
18,11
19,10
20,18
21,13
22,19
23,19
24,17
25,17
26,15
27,17
28,19
29,18
30,14
31,18
32,17
33,11
34,18
35,6
36,13
37,12
38,12
39,6
40,7
41,10
42,2
43,6
44,8
45,5
46,11
47,11
48,9
49,6
50,8
51,7
52,10
53,10
54,11
55,8
56,11
57,9
58,10
59,7
60,10
61,7
62,5
63,7
64,11
65,8
66,7
67,6
68,6
69,8
70,6
71,7
72,6
73,6
74,10
75,5
76,6
77,3
78,11
79,2
80,10
81,5
82,6
83,4
84,4
85,7
86,4
87,4
88,2
90,4
91,2
92,5
93,3
95,3
96,5
97,2
98,3
99,6
100,1
