times,counts
0,12
1,11
2,12
3,21
4,15
5,23
6,19
7,24
8,24
9,17
10,19
11,21
12,16
13,24
14,24
15,24
16,24
17,13
18,19
19,17
20,19
21,14
22,9
23,24
24,13
25,24
26,20
27,22
28,18
29,18
30,17
31,23
32,20
33,21
34,32
35,25
36,26
37,29
38,31
39,33
40,29
41,21
42,40
43,42
44,30
45,29
46,27
47,36
48,28
49,36
50,37
51,41
52,34
53,28
54,29
55,26
56,30
57,37
58,42
59,33
60,30
61,30
62,31
63,25
64,19
65,25
66,32
67,35
68,40
69,30
70,29
71,24
72,34
73,22
74,23
75,30
76,26
77,34
78,18
79,16
80,27
81,14
82,18
83,25
84,19
85,20
86,29
87,25
88,26
89,29
90,35
91,27
92,29
93,23
94,28
95,28
96,22
97,33
98,28
99,32
100,33
