times,counts
0,15
1,18
2,15
3,7
4,20
5,13
6,13
7,21
8,18
9,16
10,13
11,15
12,12
13,10
14,16
15,14
16,22
17,17
18,17
19,17
20,14
21,19
22,20
23,21
24,19
25,22
26,10
27,18
28,7
29,15
30,18
31,18
32,21
33,24
34,21
35,31
36,29
37,16
38,25
39,24
40,24
41,19
42,23
43,18
44,20
45,21
46,23
47,16
48,22
49,17
50,18
51,23
52,28
53,16
54,17
55,15
56,16
57,27
58,22
59,24
60,17
61,16
62,21
63,18
64,17
65,18
66,16
67,16
68,15
69,12
70,11
71,10
72,13
73,16
74,17
75,14
76,8
77,17
78,18
79,20
80,17
81,18
82,13
83,21
84,17
85,16
86,18
87,16
88,16
89,24
90,11
91,8
92,12
93,11
94,16
95,15
96,9
97,11
98,4
99,11
100,13
