times,counts
-4,1
-3,5
-2,6
-1,10
0,16
1,14
2,26
3,17
4,24
5,20
6,28
7,25
8,21
9,20
10,21
11,7
12,22
13,13
14,19
15,12
16,20
17,15
18,16
19,14
20,11
21,8
22,6
23,15
24,7
25,19
26,15
27,5
28,13
29,10
30,13
31,14
32,6
33,12
34,13
35,11
36,7
37,11
38,7
39,13
40,7
41,9
42,8
43,13
44,15
45,9
46,8
47,9
48,11
49,7
50,9
51,7
52,7
53,8
54,8
55,3
56,8
57,8
58,3
59,9
60,11
61,9
62,7
63,5
64,5
65,2
66,5
67,6
68,10
69,5
70,3
71,6
72,5
73,4
74,6
75,5
76,2
77,5
78,2
79,2
80,4
81,2
82,1
83,3
84,3
85,1
90,1
92,1
93,1
94,1
100,1
