times,counts
0,17
1,13
2,15
3,10
4,19
5,15
6,14
7,17
8,19
9,23
10,17
11,23
12,15
13,17
14,23
15,16
16,20
17,15
18,21
19,12
20,17
21,14
22,18
23,22
24,22
25,21
26,22
27,25
28,22
29,25
30,24
31,25
32,29
33,22
34,20
35,30
36,17
37,26
38,27
39,21
40,21
41,24
42,27
43,22
44,23
45,22
46,24
47,25
48,30
49,27
50,21
51,23
52,27
53,24
54,26
55,21
56,30
57,30
58,34
59,22
60,22
61,17
62,31
63,26
64,30
65,29
66,19
67,25
68,20
69,32
70,24
71,20
72,27
73,22
74,31
75,37
76,35
77,41
78,34
79,32
80,40
81,38
82,45
83,43
84,33
85,39
86,42
87,38
88,46
89,34
90,48
91,56
92,58
93,45
94,48
95,46
96,42
97,49
98,47
99,44
100,52
