times,counts
-3,3
-2,4
-1,10
0,6
1,15
2,15
3,28
4,19
5,23
6,19
7,14
8,11
9,20
10,14
11,20
12,25
13,11
14,17
15,11
16,11
17,11
18,19
19,15
20,18
21,24
22,16
23,21
24,18
25,23
26,20
27,19
28,16
29,15
30,17
31,11
32,14
33,23
34,16
35,22
36,20
37,18
38,13
39,19
40,15
41,16
42,17
43,17
44,15
45,15
46,18
47,20
48,19
49,24
50,16
51,19
52,27
53,25
54,10
55,16
56,9
57,16
58,22
59,15
60,22
61,12
62,13
63,12
64,11
65,10
66,8
67,10
68,8
69,17
70,7
71,13
72,7
73,15
74,11
75,13
76,15
77,6
78,5
79,8
80,7
81,4
82,3
83,8
84,11
85,5
86,6
87,4
88,4
89,2
90,3
91,3
92,3
93,3
94,4
95,4
96,9
97,3
98,2
99,1
102,2
106,1
