times,counts
-4,1
-3,4
-2,8
-1,9
0,14
1,15
2,15
3,17
4,18
5,13
6,15
7,29
8,28
9,33
10,29
11,24
12,24
13,34
14,32
15,24
16,33
17,26
18,21
19,39
20,38
21,22
22,20
23,25
24,31
25,33
26,24
27,26
28,35
29,25
30,38
31,27
32,36
33,30
34,31
35,30
36,28
37,30
38,32
39,29
40,30
41,32
42,23
43,32
44,25
45,27
46,28
47,35
48,30
49,27
50,26
51,24
52,25
53,20
54,42
55,27
56,20
57,27
58,28
59,27
60,21
61,17
62,24
63,27
64,12
65,19
66,20
67,18
68,14
69,25
70,17
71,16
72,13
73,12
74,10
75,22
76,13
77,11
78,8
79,3
80,5
81,5
82,9
83,6
84,3
85,6
86,9
87,6
88,8
89,8
90,7
91,2
92,6
93,2
94,3
95,1
100,1
101,1
105,1
