times,counts
-3,1
-2,6
-1,4
0,7
1,12
2,19
3,16
4,15
5,17
6,19
7,26
8,14
9,16
10,24
11,25
12,27
13,22
14,24
15,19
16,21
17,14
18,27
19,12
20,27
21,16
22,21
23,25
24,24
25,30
26,17
27,11
28,20
29,21
30,22
31,17
32,12
33,19
34,22
35,16
36,18
37,16
38,16
39,14
40,23
41,22
42,20
43,18
44,16
45,28
46,29
47,30
48,29
49,17
50,27
51,31
52,27
53,23
54,29
55,19
56,27
57,25
58,37
59,48
60,28
61,39
62,31
63,46
64,34
65,30
66,20
67,33
68,50
69,29
70,34
71,35
72,31
73,25
74,39
75,34
76,39
77,40
78,39
79,35
80,35
81,49
82,35
83,47
84,40
85,42
86,38
87,40
88,47
89,54
90,39
91,47
92,44
93,40
94,42
95,33
96,41
97,30
98,35
99,24
100,23
101,22
102,7
103,7
104,1
106,3
107,1
108,2
