times,counts
-3,3
-2,4
-1,6
0,5
1,14
2,17
3,13
4,22
5,16
6,17
7,11
8,22
9,11
10,18
11,26
12,14
13,11
14,10
15,11
16,9
17,13
18,9
19,14
20,16
21,12
22,14
23,24
24,16
25,8
26,9
27,16
28,6
29,15
30,13
31,10
32,17
33,13
34,15
35,17
36,11
37,19
38,24
39,23
40,11
41,14
42,12
43,20
44,18
45,12
46,12
47,16
48,10
49,15
50,15
51,11
52,17
53,14
54,20
55,20
56,11
57,17
58,13
59,22
60,8
61,9
62,9
63,9
64,6
65,4
66,9
67,7
68,11
69,10
70,7
71,4
72,8
73,5
74,5
75,6
76,5
77,6
78,9
79,8
80,4
81,2
82,2
83,6
84,4
85,4
86,1
87,3
88,1
89,7
90,1
91,1
92,5
93,1
95,2
96,1
97,1
99,3
101,2
102,1
