times,counts
-3,3
-2,5
-1,12
0,3
1,13
2,14
3,17
4,11
5,21
6,16
7,19
8,25
9,18
10,16
11,27
12,32
13,15
14,26
15,27
16,29
17,29
18,30
19,27
20,29
21,27
22,23
23,31
24,25
25,35
26,27
27,25
28,27
29,36
30,16
31,33
32,24
33,26
34,31
35,29
36,41
37,34
38,32
39,36
40,48
41,45
42,48
43,46
44,43
45,43
46,40
47,37
48,48
49,61
50,49
51,50
52,45
53,44
54,36
55,41
56,47
57,40
58,45
59,50
60,50
61,37
62,31
63,46
64,45
65,36
66,39
67,47
68,45
69,42
70,49
71,39
72,33
73,47
74,36
75,42
76,34
77,38
78,43
79,39
80,35
81,38
82,34
83,52
84,35
85,47
86,41
87,37
88,42
89,29
90,52
91,38
92,45
93,44
94,35
95,48
96,52
97,53
98,48
99,36
100,21
101,20
102,15
103,6
104,6
105,4
107,1
