times,counts
0,13
1,15
2,18
3,20
4,23
5,24
6,12
7,26
8,24
9,23
10,28
11,28
12,28
13,19
14,19
15,19
16,23
17,25
18,20
19,13
20,19
21,20
22,25
23,26
24,22
25,28
26,19
27,25
28,16
29,27
30,17
31,22
32,26
33,26
34,21
35,26
36,23
37,25
38,19
39,27
40,20
41,25
42,31
43,29
44,32
45,32
46,28
47,34
48,40
49,26
50,21
51,27
52,34
53,32
54,36
55,39
56,34
57,41
58,36
59,43
60,45
61,38
62,37
63,46
64,41
65,38
66,44
67,45
68,42
69,59
70,48
71,38
72,51
73,45
74,53
75,49
76,49
77,48
78,51
79,42
80,52
81,45
82,52
83,56
84,52
85,61
86,54
87,51
88,60
89,66
90,54
91,54
92,57
93,58
94,60
95,58
96,54
97,46
98,70
99,65
100,64
