times,counts
-3,2
-2,1
-1,4
0,12
1,15
2,16
3,24
4,23
5,17
6,18
7,32
8,18
9,18
10,26
11,25
12,20
13,17
14,22
15,30
16,30
17,29
18,34
19,31
20,36
21,17
22,34
23,37
24,30
25,35
26,36
27,34
28,45
29,46
30,27
31,34
32,44
33,41
34,33
35,51
36,30
37,32
38,34
39,26
40,46
41,46
42,38
43,42
44,36
45,47
46,43
47,37
48,43
49,43
50,43
51,45
52,42
53,45
54,38
55,49
56,54
57,44
58,41
59,41
60,44
61,43
62,55
63,61
64,59
65,46
66,49
67,53
68,56
69,53
70,71
71,54
72,59
73,73
74,44
75,69
76,48
77,60
78,56
79,56
80,57
81,64
82,56
83,63
84,59
85,67
86,52
87,54
88,59
89,59
90,65
91,65
92,59
93,59
94,58
95,70
96,50
97,78
98,65
99,38
100,39
101,23
102,9
103,8
104,5
105,6
106,3
107,1
