times,counts
-5,1
-4,1
-3,1
-2,7
-1,5
0,8
1,11
2,15
3,10
4,14
5,21
6,21
7,14
8,25
9,12
10,23
11,21
12,21
13,18
14,11
15,11
16,24
17,23
18,19
19,35
20,13
21,32
22,31
23,33
24,27
25,30
26,21
27,36
28,34
29,27
30,18
31,13
32,23
33,17
34,30
35,27
36,27
37,32
38,37
39,25
40,29
41,20
42,20
43,21
44,23
45,27
46,29
47,26
48,35
49,21
50,31
51,26
52,14
53,34
54,19
55,28
56,31
57,29
58,24
59,30
60,24
61,25
62,22
63,16
64,20
65,21
66,19
67,20
68,18
69,26
70,20
71,18
72,22
73,16
74,13
75,25
76,29
77,20
78,22
79,30
80,27
81,30
82,20
83,24
84,16
85,40
86,21
87,33
88,26
89,19
90,18
91,14
92,22
93,20
94,20
95,19
96,23
97,18
98,14
99,14
100,10
101,9
102,3
103,3
104,3
105,1
