,times,counts,rates
99,-21,0,1.0310364315385296e-08
100,-20,0,2.3159370814858898e-07
101,-19,0,3.4642384316758425e-06
102,-18,0,3.532643595793713e-05
103,-17,0,0.0002711411027720158
104,-16,0,0.0016645598229782712
105,-15,0,0.008433930482677224
106,-14,0,0.035806835236429496
107,-13,0,0.12833319842347246
108,-12,0,0.3899383778707811
109,-11,0,1.00777284567328
110,-10,0,2.223318481892174
111,-9,0,4.207686031676635
112,-8,0,6.8803597393169245
113,-7,0,9.824122005422712
114,-6,0,12.433587957821963
115,-5,0,14.226986206875521
116,-4,0,15.063931110476094
0,-3,3,15.101247613289734
1,-2,5,14.595356246529319
2,-1,15,13.779113838546474
3,0,7,12.879262000531167
4,1,13,12.150311993403209
5,2,9,11.819959805324116
6,3,15,11.980054815775972
7,4,15,12.521845723912234
8,5,17,13.177337822462892
9,6,14,13.649305799630351
10,7,9,13.744958955522966
11,8,10,13.429560546611116
12,9,9,12.787945525984933
13,10,19,11.954100604584166
14,11,7,11.0740470257671
15,12,20,10.305156708435442
16,13,12,9.802958112539141
17,14,10,9.666766162908411
18,15,15,9.87443797672635
19,16,15,10.264879514903424
20,17,11,10.601777556302737
21,18,12,10.69596019243561
22,19,9,10.517734779025314
23,20,5,10.226548101102507
24,21,14,10.085595913344758
25,22,5,10.300169844484218
26,23,15,10.880989866183047
27,24,17,11.617075747026036
28,25,8,12.156576654021173
29,26,9,12.14569670597259
30,27,8,11.3829772225023
31,28,10,9.929580943151816
32,29,9,8.097497163756866
33,30,11,6.30133630878226
34,31,10,4.8678669560502215
35,32,12,3.9280223364488394
36,33,19,3.4331284419994983
37,34,12,3.2394746495234568
38,35,6,3.191112371741023
39,36,10,3.171523594423672
40,37,2,3.1203815861183437
41,38,4,3.022613663685186
42,39,3,2.8899419192854365
43,40,8,2.75224768833258
44,41,2,2.6550838934050596
45,42,4,2.6487247031916716
46,43,3,2.765909064241729
47,44,3,3.0021344655600655
48,45,5,3.314936191486457
49,46,2,3.645780839392426
50,47,2,3.9508880763126175
51,48,4,4.215861871704844
52,49,1,4.436672752572468
53,50,2,4.585286374955056
54,51,6,4.606910779147926
55,52,3,4.46665651874307
56,53,4,4.202432899471657
57,54,1,3.9267033505015596
58,55,5,3.7683042263306934
59,56,5,3.7966544277145187
60,57,4,3.978477036398185
61,58,8,4.1933714928573
62,59,3,4.3009093355774315
63,60,4,4.217979130031281
64,61,1,3.9559386426206657
65,62,4,3.599734351248468
66,63,4,3.254090412469206
67,64,6,2.9925937147904715
68,65,2,2.828894490973686
69,66,8,2.7176565673067916
70,67,3,2.5869914718423046
71,68,3,2.3860507986391077
72,69,4,2.1163193079930784
73,70,1,1.8277481656037247
74,71,4,1.5887060823812234
75,72,2,1.4528469121634027
76,73,4,1.438291756364979
77,74,3,1.5210913813530114
78,75,3,1.6436643184052322
79,76,2,1.7398545750846985
80,77,2,1.7645806292496076
117,78,0,1.7081673038474026
81,79,1,1.593495261120547
82,80,3,1.4695673173678456
83,81,2,1.4039888100693299
118,82,0,1.4638704999926349
84,83,3,1.683058361304392
85,84,1,2.032160539089836
86,85,4,2.414771468789477
87,86,1,2.698014513389628
119,87,0,2.7631835316651343
88,88,1,2.555137667047948
89,89,3,2.1097597472301244
120,90,0,1.5402452619701308
90,91,2,0.9840011696257506
91,92,4,0.543213175946433
92,93,2,0.2549561594316146
93,94,2,0.09968796318749552
94,95,3,0.03167221058050055
95,96,3,0.007922380524738976
96,97,1,0.0014925967008212583
97,98,2,0.00019731759020998637
121,99,0,1.6066561030494036e-05
122,100,0,6.016406473188486e-07
123,101,0,3.6440410729068316e-09
