times,counts
-3,4
-2,2
-1,9
0,14
1,17
2,10
3,20
4,14
5,13
6,25
7,33
8,25
9,25
10,12
11,24
12,20
13,31
14,22
15,26
16,22
17,13
18,17
19,18
20,18
21,32
22,27
23,41
24,28
25,26
26,24
27,32
28,27
29,32
30,13
31,30
32,24
33,27
34,23
35,32
36,36
37,32
38,27
39,41
40,33
41,35
42,33
43,38
44,39
45,43
46,30
47,37
48,31
49,51
50,42
51,36
52,46
53,37
54,37
55,35
56,47
57,33
58,37
59,38
60,31
61,40
62,37
63,33
64,37
65,32
66,37
67,51
68,43
69,51
70,43
71,46
72,45
73,46
74,50
75,50
76,48
77,47
78,49
79,56
80,55
81,61
82,68
83,68
84,50
85,57
86,54
87,48
88,54
89,56
90,50
91,51
92,71
93,50
94,69
95,58
96,71
97,54
98,51
99,50
100,30
101,31
102,12
103,12
104,4
105,3
109,1
