times,counts
0,13
1,11
2,10
3,17
4,21
5,18
6,17
7,19
8,17
9,25
10,29
11,17
12,27
13,18
14,27
15,26
16,29
17,33
18,26
19,27
20,19
21,28
22,29
23,35
24,32
25,36
26,42
27,38
28,38
29,35
30,41
31,33
32,39
33,45
34,38
35,42
36,40
37,38
38,36
39,40
40,49
41,34
42,44
43,44
44,36
45,41
46,44
47,41
48,47
49,44
50,42
51,40
52,46
53,46
54,48
55,39
56,43
57,53
58,45
59,49
60,49
61,59
62,55
63,56
64,48
65,49
66,59
67,44
68,48
69,49
70,40
71,44
72,49
73,40
74,51
75,37
76,45
77,49
78,43
79,52
80,52
81,43
82,47
83,51
84,41
85,46
86,63
87,56
88,58
89,56
90,67
91,60
92,59
93,61
94,61
95,66
96,62
97,70
98,68
99,69
100,61
