times,counts
-4,1
-3,2
-2,3
-1,12
0,17
1,12
2,16
3,29
4,19
5,14
6,21
7,24
8,30
9,24
10,20
11,22
12,25
13,25
14,23
15,27
16,25
17,26
18,16
19,19
20,16
21,15
22,25
23,20
24,17
25,33
26,21
27,31
28,28
29,29
30,40
31,30
32,38
33,34
34,44
35,31
36,47
37,40
38,45
39,49
40,45
41,59
42,44
43,52
44,53
45,46
46,60
47,56
48,45
49,53
50,52
51,50
52,47
53,66
54,56
55,44
56,52
57,40
58,64
59,56
60,58
61,56
62,72
63,52
64,60
65,46
66,49
67,59
68,53
69,54
70,81
71,66
72,49
73,66
74,53
75,71
76,58
77,53
78,43
79,45
80,53
81,48
82,60
83,45
84,48
85,43
86,44
87,46
88,52
89,61
90,52
91,50
92,54
93,48
94,56
95,59
96,41
97,46
98,37
99,52
100,25
101,23
102,11
103,6
104,3
105,2
106,1
110,1
113,1
