times,counts
-3,4
-2,6
-1,7
0,14
1,17
2,20
3,15
4,15
5,20
6,20
7,23
8,28
9,15
10,33
11,25
12,37
13,32
14,23
15,28
16,32
17,32
18,30
19,32
20,21
21,21
22,29
23,35
24,29
25,32
26,34
27,34
28,35
29,33
30,25
31,27
32,33
33,31
34,35
35,34
36,35
37,46
38,33
39,41
40,36
41,23
42,35
43,30
44,40
45,33
46,33
47,37
48,37
49,26
50,29
51,40
52,32
53,30
54,28
55,33
56,40
57,32
58,31
59,31
60,34
61,37
62,34
63,39
64,36
65,51
66,36
67,24
68,37
69,38
70,37
71,31
72,44
73,29
74,28
75,27
76,41
77,35
78,41
79,23
80,34
81,33
82,34
83,34
84,44
85,38
86,36
87,38
88,30
89,38
90,32
91,25
92,52
93,38
94,36
95,49
96,34
97,40
98,37
99,22
100,18
101,16
102,11
103,4
104,2
106,1
