times,counts
0,17
1,10
2,16
3,22
4,14
5,15
6,19
7,23
8,18
9,20
10,19
11,17
12,17
13,22
14,26
15,15
16,20
17,19
18,24
19,22
20,21
21,17
22,19
23,19
24,22
25,14
26,16
27,24
28,13
29,17
30,13
31,11
32,12
33,13
34,12
35,9
36,11
37,8
38,8
39,7
40,10
41,13
42,7
43,14
44,10
45,12
46,10
47,13
48,5
49,7
50,12
51,6
52,11
53,7
54,10
55,7
56,10
57,9
58,7
59,12
60,12
61,15
62,9
63,10
64,13
65,11
66,15
67,8
68,13
69,9
70,13
71,14
72,15
73,10
74,14
75,16
76,12
77,11
78,14
79,14
80,7
81,8
82,7
83,7
84,9
85,2
86,6
87,3
88,6
89,8
90,4
91,2
92,2
93,4
94,5
95,5
96,5
97,7
98,8
99,6
100,4
