times,counts
0,14
1,19
2,20
3,16
4,24
5,22
6,21
7,19
8,22
9,26
10,18
11,18
12,14
13,19
14,11
15,17
16,22
17,17
18,21
19,16
20,21
21,16
22,23
23,17
24,22
25,19
26,11
27,17
28,9
29,12
30,15
31,12
32,13
33,8
34,12
35,13
36,9
37,13
38,14
39,15
40,6
41,5
42,8
43,10
44,4
45,5
46,6
47,1
48,3
50,7
51,2
52,1
53,4
54,3
55,3
56,5
57,2
58,3
59,2
60,3
61,4
62,3
63,5
64,1
65,2
66,3
67,2
68,7
69,2
70,5
71,1
72,3
73,5
74,2
75,2
76,6
77,3
78,2
79,1
80,2
81,5
82,8
83,4
84,4
85,4
86,4
87,6
88,3
89,2
90,3
91,1
92,2
93,1
94,2
95,3
96,5
97,3
98,3
99,1
100,2
