times,counts
0,19
1,14
2,16
3,13
4,8
5,18
6,18
7,21
8,18
9,19
10,26
11,19
12,25
13,26
14,26
15,22
16,23
17,25
18,23
19,31
20,17
21,18
22,20
23,24
24,31
25,22
26,23
27,26
28,29
29,25
30,31
31,25
32,38
33,30
34,32
35,33
36,26
37,36
38,27
39,26
40,39
41,43
42,40
43,44
44,31
45,36
46,39
47,37
48,31
49,28
50,30
51,34
52,30
53,32
54,29
55,30
56,26
57,31
58,27
59,30
60,26
61,32
62,29
63,25
64,35
65,30
66,34
67,38
68,39
69,39
70,36
71,31
72,40
73,34
74,39
75,36
76,34
77,39
78,33
79,40
80,40
81,39
82,46
83,44
84,43
85,50
86,45
87,48
88,44
89,43
90,49
91,52
92,42
93,54
94,49
95,58
96,52
97,48
98,57
99,59
100,66
