times,counts
0,19
1,15
2,13
3,12
4,13
5,10
6,19
7,14
8,12
9,21
10,13
11,13
12,10
13,18
14,25
15,18
16,18
17,13
18,18
19,5
20,10
21,9
22,12
23,10
24,6
25,13
26,18
27,11
28,13
29,17
30,18
31,19
32,19
33,15
34,17
35,13
36,13
37,21
38,25
39,17
40,12
41,13
42,19
43,17
44,21
45,13
46,9
47,18
48,23
49,21
50,12
51,15
52,15
53,15
54,21
55,25
56,17
57,18
58,16
59,21
60,22
61,11
62,17
63,18
64,17
65,19
66,13
67,17
68,21
69,25
70,14
71,24
72,19
73,23
74,13
75,16
76,14
77,19
78,14
79,13
80,15
81,9
82,6
83,14
84,11
85,9
86,13
87,15
88,11
89,10
90,13
91,6
92,3
93,8
94,9
95,8
96,9
97,13
98,4
99,3
100,8
