times,counts
-4,1
-3,4
-2,3
-1,12
0,10
1,10
2,10
3,22
4,12
5,15
6,13
7,16
8,15
9,16
10,18
11,28
12,22
13,26
14,26
15,17
16,25
17,18
18,26
19,20
20,20
21,17
22,31
23,16
24,18
25,29
26,28
27,28
28,13
29,22
30,22
31,23
32,30
33,20
34,24
35,27
36,33
37,32
38,27
39,32
40,24
41,33
42,27
43,50
44,37
45,30
46,42
47,38
48,36
49,46
50,39
51,38
52,40
53,43
54,36
55,47
56,31
57,40
58,41
59,28
60,36
61,57
62,64
63,38
64,43
65,51
66,42
67,52
68,45
69,50
70,51
71,39
72,56
73,41
74,46
75,47
76,54
77,44
78,42
79,50
80,55
81,47
82,38
83,45
84,44
85,57
86,62
87,41
88,50
89,53
90,54
91,57
92,58
93,53
94,56
95,35
96,49
97,48
98,37
99,40
100,25
101,23
102,9
103,9
104,2
105,1
106,2
107,1
108,1
