times,counts
-4,1
-3,1
-2,5
-1,6
0,7
1,12
2,20
3,18
4,18
5,19
6,19
7,17
8,17
9,19
10,17
11,31
12,20
13,15
14,22
15,25
16,15
17,17
18,21
19,19
20,12
21,19
22,16
23,25
24,23
25,13
26,15
27,18
28,21
29,21
30,28
31,18
32,24
33,10
34,23
35,14
36,8
37,18
38,13
39,13
40,10
41,6
42,10
43,10
44,15
45,14
46,7
47,9
48,2
49,9
50,8
51,7
52,8
53,8
54,9
55,13
56,6
57,10
58,6
59,7
60,9
61,19
62,7
63,9
64,7
65,8
66,4
67,5
68,2
69,5
70,8
71,6
72,5
73,5
74,4
75,5
76,1
77,6
78,1
79,5
81,1
82,1
84,2
86,2
87,1
88,2
89,1
90,1
91,4
92,2
95,1
96,1
97,1
100,1
103,1
