times,counts
-4,1
-3,1
-2,9
-1,10
0,8
1,11
2,21
3,11
4,22
5,16
6,19
7,23
8,16
9,22
10,17
11,17
12,22
13,26
14,21
15,23
16,22
17,18
18,20
19,25
20,19
21,24
22,26
23,17
24,15
25,17
26,13
27,24
28,17
29,16
30,20
31,14
32,11
33,21
34,16
35,11
36,14
37,11
38,14
39,11
40,13
41,12
42,11
43,6
44,16
45,14
46,16
47,14
48,15
49,9
50,16
51,16
52,14
53,16
54,13
55,10
56,6
57,14
58,6
59,6
60,5
61,7
62,12
63,6
64,5
65,4
66,6
67,7
68,6
69,4
70,9
71,3
72,6
73,2
74,2
75,4
76,1
77,4
78,4
79,3
80,2
81,1
83,2
84,2
85,2
86,1
87,3
88,2
89,1
90,1
91,3
97,1
