times,counts
-3,2
-2,3
-1,7
0,13
1,14
2,15
3,23
4,21
5,21
6,14
7,15
8,25
9,17
10,17
11,18
12,8
13,16
14,18
15,9
16,18
17,16
18,20
19,17
20,14
21,16
22,17
23,19
24,19
25,21
26,26
27,22
28,23
29,21
30,21
31,26
32,29
33,20
34,22
35,20
36,24
37,22
38,16
39,32
40,25
41,24
42,21
43,29
44,32
45,27
46,29
47,46
48,28
49,36
50,39
51,44
52,34
53,39
54,41
55,34
56,53
57,41
58,42
59,47
60,43
61,37
62,51
63,45
64,46
65,56
66,38
67,43
68,41
69,50
70,41
71,48
72,44
73,42
74,60
75,55
76,51
77,52
78,59
79,65
80,43
81,75
82,61
83,57
84,71
85,62
86,63
87,64
88,61
89,64
90,46
91,55
92,66
93,62
94,59
95,60
96,62
97,70
98,54
99,47
100,35
101,19
102,18
103,5
104,3
106,4
107,1
