times,counts
-4,2
-3,4
-2,7
-1,7
0,15
1,11
2,15
3,14
4,16
5,18
6,25
7,22
8,26
9,21
10,24
11,32
12,23
13,31
14,29
15,35
16,31
17,33
18,30
19,37
20,35
21,32
22,29
23,34
24,35
25,42
26,46
27,35
28,28
29,36
30,36
31,35
32,41
33,35
34,40
35,43
36,46
37,47
38,36
39,40
40,41
41,35
42,41
43,48
44,37
45,34
46,45
47,42
48,35
49,43
50,31
51,31
52,27
53,34
54,25
55,33
56,29
57,32
58,28
59,26
60,30
61,36
62,29
63,34
64,37
65,32
66,25
67,30
68,34
69,32
70,41
71,39
72,24
73,37
74,38
75,28
76,31
77,35
78,32
79,28
80,30
81,18
82,26
83,26
84,32
85,33
86,36
87,28
88,24
89,38
90,29
91,30
92,34
93,32
94,31
95,34
96,34
97,36
98,31
99,21
100,16
101,8
102,6
103,3
105,2
