times,counts
0,25
1,16
2,21
3,20
4,16
5,20
6,25
7,27
8,33
9,21
10,27
11,25
12,27
13,23
14,25
15,21
16,28
17,26
18,27
19,25
20,26
21,26
22,31
23,30
24,32
25,20
26,38
27,27
28,38
29,27
30,35
31,36
32,37
33,34
34,36
35,42
36,31
37,35
38,37
39,35
40,41
41,45
42,48
43,31
44,33
45,39
46,40
47,31
48,33
49,35
50,33
51,37
52,36
53,27
54,32
55,38
56,37
57,30
58,30
59,35
60,32
61,32
62,30
63,34
64,34
65,30
66,35
67,39
68,27
69,32
70,33
71,37
72,37
73,34
74,38
75,37
76,36
77,35
78,31
79,30
80,30
81,25
82,27
83,31
84,24
85,26
86,32
87,41
88,23
89,33
90,26
91,37
92,32
93,33
94,32
95,36
96,35
97,38
98,33
99,40
100,33
