times,counts
0,19
1,11
2,16
3,22
4,27
5,22
6,12
7,22
8,16
9,18
10,20
11,18
12,16
13,9
14,22
15,13
16,9
17,16
18,11
19,9
20,17
21,9
22,20
23,27
24,20
25,22
26,20
27,21
28,20
29,21
30,28
31,22
32,22
33,20
34,23
35,27
36,25
37,22
38,27
39,23
40,26
41,23
42,16
43,23
44,20
45,27
46,31
47,29
48,20
49,22
50,17
51,22
52,26
53,28
54,29
55,29
56,22
57,27
58,23
59,22
60,17
61,32
62,36
63,28
64,25
65,22
66,16
67,20
68,27
69,25
70,20
71,15
72,19
73,24
74,19
75,25
76,20
77,14
78,16
79,11
80,17
81,9
82,17
83,7
84,9
85,9
86,7
87,14
88,4
89,9
90,3
91,10
92,9
93,3
94,7
95,8
96,7
97,6
98,9
99,4
100,8
