times,counts
-4,1
-3,3
-2,2
-1,6
0,7
1,16
2,10
3,16
4,17
5,13
6,20
7,17
8,32
9,18
10,14
11,20
12,27
13,22
14,21
15,26
16,23
17,13
18,20
19,13
20,17
21,16
22,19
23,21
24,13
25,22
26,18
27,16
28,19
29,25
30,20
31,18
32,27
33,32
34,23
35,24
36,26
37,20
38,33
39,29
40,27
41,33
42,34
43,30
44,30
45,32
46,31
47,35
48,36
49,24
50,37
51,41
52,37
53,37
54,36
55,28
56,21
57,36
58,33
59,30
60,38
61,33
62,20
63,32
64,23
65,38
66,34
67,33
68,23
69,19
70,34
71,26
72,22
73,28
74,38
75,32
76,33
77,22
78,21
79,19
80,20
81,13
82,23
83,22
84,30
85,20
86,16
87,24
88,32
89,36
90,25
91,26
92,34
93,28
94,18
95,30
96,22
97,19
98,35
99,26
100,14
101,15
102,3
103,7
104,1
105,3
106,1
108,1
