times,counts
0,21
1,21
2,17
3,15
4,18
5,20
6,16
7,9
8,11
9,22
10,13
11,22
12,20
13,20
14,19
15,12
16,14
17,9
18,19
19,10
20,12
21,18
22,9
23,9
24,12
25,8
26,10
27,12
28,7
29,6
30,12
31,5
32,14
33,6
34,8
35,8
36,11
37,11
38,12
39,3
40,5
41,8
42,4
43,2
44,4
45,10
46,10
47,6
48,7
49,4
50,10
51,1
53,4
54,4
55,6
56,2
57,5
58,3
59,3
60,2
61,3
62,5
63,11
64,7
65,4
66,4
67,3
68,4
69,4
70,5
71,7
72,3
73,4
74,3
75,1
76,2
77,1
78,4
79,3
80,4
81,1
83,1
84,4
85,6
86,2
87,6
88,1
89,1
92,3
94,1
95,1
96,4
98,1
100,1
