times,counts
0,16
1,15
2,14
3,14
4,15
5,16
6,21
7,19
8,14
9,12
10,17
11,18
12,16
13,20
14,23
15,13
16,17
17,18
18,10
19,14
20,7
21,16
22,14
23,18
24,16
25,23
26,22
27,27
28,25
29,27
30,28
31,20
32,24
33,23
34,33
35,26
36,30
37,29
38,20
39,32
40,29
41,27
42,31
43,34
44,37
45,31
46,23
47,34
48,31
49,36
50,31
51,31
52,35
53,35
54,41
55,43
56,39
57,40
58,43
59,39
60,29
61,43
62,44
63,24
64,36
65,33
66,34
67,38
68,41
69,41
70,32
71,32
72,41
73,37
74,33
75,41
76,39
77,44
78,43
79,40
80,33
81,44
82,46
83,47
84,30
85,32
86,45
87,44
88,43
89,48
90,44
91,51
92,38
93,50
94,45
95,42
96,40
97,40
98,47
99,44
100,37
