times,counts
0,17
1,10
2,17
3,16
4,12
5,16
6,14
7,17
8,10
9,20
10,14
11,13
12,16
13,15
14,9
15,5
16,13
17,9
18,7
19,8
20,7
21,10
22,9
23,8
24,7
25,8
26,5
27,10
28,3
29,4
30,4
31,5
32,2
33,7
34,8
35,10
36,6
37,7
38,4
39,8
40,2
41,4
42,8
43,4
44,6
45,5
46,4
47,6
48,5
49,3
50,7
51,10
52,4
53,4
54,1
55,4
56,4
57,4
58,4
59,5
60,2
61,5
62,3
63,3
64,4
65,1
66,1
68,2
69,4
71,2
72,2
73,3
74,1
76,2
77,6
78,6
79,8
80,4
81,5
82,7
83,3
84,5
85,3
86,6
87,8
88,3
89,5
90,5
91,7
92,4
93,5
94,6
95,5
96,3
97,3
98,2
99,7
100,3
