times,counts
-3,1
-2,5
-1,5
0,18
1,15
2,13
3,5
4,14
5,20
6,14
7,14
8,12
9,17
10,12
11,10
12,12
13,12
14,13
15,12
16,16
17,14
18,22
19,19
20,19
21,20
22,16
23,20
24,16
25,17
26,21
27,14
28,19
29,18
30,14
31,17
32,17
33,17
34,21
35,7
36,13
37,18
38,12
39,20
40,18
41,10
42,16
43,17
44,15
45,10
46,12
47,11
48,15
49,7
50,5
51,11
52,5
53,9
54,6
55,9
56,8
57,6
58,6
59,10
60,8
61,9
62,12
63,2
64,7
65,5
66,6
67,6
68,3
69,4
70,5
71,7
72,2
73,4
74,7
75,5
76,6
77,4
78,1
79,5
80,6
81,1
82,2
83,3
84,3
85,7
86,1
87,3
88,3
89,1
90,2
91,2
92,2
93,1
94,4
95,1
98,2
99,4
101,1
105,1
